id_movimiento,fecha,almacen,provincia,producto,categoria,caduca,estado_ciclo,cantidad,costo_almacenamiento,fecha_vencimiento
3098,2025-08-23 22:03:11,Sucursal Córdoba,Córdoba,Lámpara LED 9W,Electricidad,False,???,,67.92,
3099,2025-01-14 08:16:47,Depósito Central,Buenos Aires,Cinta aisladora,Adhesivos y selladores,True,Retornado inventario,76.0,47.29,2025-07-01 08:16:47
3100,2025-03-28 16:18:04,Sucursal Rosario,Santa Fe,Bloques de hormigón,Materiales construcción,False,Devuelto a proveedor,228.0,47.94,
3101,2024-09-25 12:29:34,Depósito Central,Buenos Aires,Pernos con tuerca,Fijaciones,False,En bandeja,164.0,86.73,
3102,2024-10-21 11:47:33,Sucursal Rosario,Santa Fe,Sellador acrílico,Adhesivos y selladores,True,Devuelto a proveedor,101.0,194.97,2025-05-17 11:47:33
3103,2025-02-16 05:45:25,Sucursal Córdoba,Córdoba,Destornillador plano,Herramientas manuales,False,En inspección,64.0,98.09,
3104,2025-03-31 19:33:28,Depósito Central,Buenos Aires,Regadera plástica,Jardinería,False,Empacado,106.0,115.86,
3105,2025-03-13 02:10:21,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,Removido inventario,61.0,68.43,2026-12-19 02:10:21
3106,2024-12-19 00:13:39,Sucursal Rosario,Santa Fe,Llave inglesa,Herramientas manuales,False,Recibido,45.0,31.59,
3107,2024-12-09 01:45:55,Depósito Central,Buenos Aires,Caño galvanizado 1m,Plomería,False,Boca de inspección,47.0,16.78,
3108,2025-05-01 01:38:07,Sucursal Rosario,Santa Fe,Cinta aisladora,Adhesivos y selladores,True,Enviado cliente,94.0,226.64,2025-12-17 01:38:07
3109,2025-01-31 13:41:41,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Boca de inspección,46.0,56.43,
3110,2024-10-05 10:00:03,Sucursal Tucumán,Tucumán,Bloques de hormigón,Materiales construcción,False,Autorizado venta,106.0,127.55,
3111,2024-10-06 03:32:41,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,Devuelto cliente,50.0,47.19,
3112,2025-01-03 18:54:19,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Devuelto a proveedor,72.0,33.5,
3113,2025-03-27 17:13:20,Depósito Central,Buenos Aires,Pernos con tuerca,Fijaciones,False,Autorizado venta,184.0,56.67,
3114,2025-05-06 13:45:09,Sucursal Tucumán,Tucumán,Taladro eléctrico,Herramientas eléctricas,False,Retornado inventario,21.0,14.25,
3115,2025-08-25 04:28:26,Sucursal Mendoza,Mendoza,Grifería monocomando,Plomería,False,En inspección,89.0,68.99,
3116,2025-08-09 20:24:08,Sucursal Córdoba,Córdoba,Bloques de hormigón,Materiales construcción,False,Devuelto a proveedor,212.0,,
3117,2025-05-28 14:37:10,Sucursal Córdoba,Córdoba,Disyuntor 25A,Electricidad,False,Boca de inspección,75.0,38.28,
3118,2025-06-04 16:49:13,Depósito Central,Buenos Aires,Flexibles de acero,Plomería,False,En inspección,61.0,85.45,
3119,2025-03-18 06:39:41,Depósito Central,Buenos Aires,Válvula esférica,Plomería,False,Empacado,106.0,119.15,
3120,2025-01-05 11:50:31,Sucursal Córdoba,Córdoba,Alicate universal,Herramientas manuales,False,Devuelto a proveedor,64.0,85.02,
3121,2025-04-12 22:47:40,Sucursal Córdoba,Córdoba,Arnés de seguridad,Protección personal,True,En bandeja,67.0,81.13,2026-09-26 22:47:40
3122,2024-09-19 16:41:35,Sucursal Rosario,Santa Fe,Sierra circular,Herramientas eléctricas,False,Recibido,30.0,16.4,
3123,2025-08-11 12:41:34,Sucursal Rosario,Santa Fe,Cinta aisladora,Adhesivos y selladores,True,Devuelto cliente,92.0,203.97,2026-06-27 12:41:34
3124,2024-10-28 06:25:10,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,,182.0,327.55,
3125,2025-03-02 21:00:43,Sucursal Tucumán,Tucumán,Clavos de acero,Fijaciones,False,Enviado cliente,193.0,138.52,
3126,2024-11-07 12:50:17,Sucursal Tucumán,Tucumán,Llave inglesa,Herramientas manuales,False,Recibido,51.0,48.51,
3127,2025-08-25 05:33:27,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Retornado inventario,32.0,8.7,
3128,2024-12-28 05:32:24,Sucursal Mendoza,Mendoza,Barniz para madera,Pinturas y químicos,True,Empacado,,199.52,2026-03-12 05:32:24
3129,2025-06-26 01:20:26,Sucursal Tucumán,Tucumán,Aerosol anticorrosivo,Pinturas y químicos,True,Autorizado venta,81.0,195.31,2027-01-18 01:20:26
3130,2025-02-05 13:46:07,Sucursal Rosario,Santa Fe,Caño galvanizado 1m,Plomería,False,Removido inventario,69.0,87.02,
3131,2025-07-10 04:08:06,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Retornado inventario,77.0,124.31,
3132,2025-02-20 03:04:28,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,,198.0,286.02,
3133,2025-02-05 15:15:27,Sucursal Tucumán,Tucumán,Sellador acrílico,Adhesivos y selladores,True,Devuelto cliente,36.0,62.55,2026-01-18 15:15:27
3134,2024-10-04 02:09:49,Sucursal Mendoza,Mendoza,Removedor de pintura,Pinturas y químicos,True,Devuelto cliente,117.0,171.01,2025-11-18 02:09:49
3135,2025-02-19 02:09:55,Sucursal Tucumán,Tucumán,Adhesivo epoxi,Adhesivos y selladores,True,Devuelto a proveedor,81.0,87.12,2026-03-29 02:09:55
3136,2024-10-06 09:17:54,Sucursal Tucumán,Tucumán,Arena fina m3,Materiales construcción,False,Retornado inventario,222.0,208.85,
3137,2025-04-25 23:53:03,Sucursal Rosario,Santa Fe,Aerosol anticorrosivo,Pinturas y químicos,True,Retornado inventario,103.0,185.64,2027-04-12 23:53:03
3138,2025-04-22 16:59:12,Sucursal Córdoba,Córdoba,Tarugos plásticos,Fijaciones,False,Retornado inventario,148.0,212.34,
3139,2024-12-01 02:47:35,Sucursal Mendoza,Mendoza,Flexibles de acero,Plomería,False,Devuelto a proveedor,91.0,,
3140,2025-02-04 07:26:26,Sucursal Córdoba,Córdoba,Regadera plástica,Jardinería,False,Boca de inspección,73.0,109.81,
3141,2025-04-19 08:53:08,Sucursal Córdoba,Córdoba,Esmalte sintético 1L,Pinturas y químicos,True,Devuelto cliente,101.0,212.96,2026-06-28 08:53:08
3142,2025-01-06 14:26:13,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,Devuelto a proveedor,93.0,84.16,
3143,2024-10-15 01:50:23,Sucursal Rosario,Santa Fe,Aerosol anticorrosivo,Pinturas y químicos,True,Enviado cliente,77.0,81.53,2025-09-30 01:50:23
3144,2025-02-13 13:30:22,Sucursal Mendoza,Mendoza,Tijera de podar,Jardinería,False,Boca de inspección,64.0,124.14,
3145,2025-03-31 08:28:34,Depósito Central,Buenos Aires,Caño galvanizado 1m,Plomería,False,Boca de inspección,90.0,48.61,
3146,2025-03-10 10:04:52,Sucursal Rosario,Santa Fe,Barniz para madera,Pinturas y químicos,True,Enviado cliente,91.0,147.93,2026-03-18 10:04:52
3147,2025-07-10 09:14:12,Sucursal Rosario,Santa Fe,Flexibles de acero,Plomería,False,Devuelto a proveedor,62.0,42.05,
3148,2025-04-18 01:30:49,Sucursal Tucumán,Tucumán,Gafas protectoras,Protección personal,True,Boca de inspección,62.0,85.23,2026-08-17 01:30:49
3149,2025-01-03 03:39:35,Sucursal Córdoba,Córdoba,Silicona selladora,Adhesivos y selladores,True,En inspección,77.0,42.17,2025-05-28 03:39:35
3150,2025-08-03 00:55:59,Sucursal Mendoza,Mendoza,Taladro eléctrico,Herramientas eléctricas,False,Boca de inspección,26.0,30.87,
3151,2025-05-16 13:30:24,Depósito Central,Buenos Aires,Esmalte sintético 1L,Pinturas y químicos,True,Removido inventario,101.0,188.56,2026-03-11 13:30:24
3152,2025-06-07 18:14:56,Depósito Central,Buenos Aires,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,34.0,13.62,
3153,2025-05-11 19:48:32,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,,7.0,4.43,
3154,2024-11-01 15:52:23,Sucursal Tucumán,Tucumán,Caño PVC 2m,Materiales construcción,False,Devuelto cliente,181.0,281.11,
3155,2024-11-05 11:42:13,Sucursal Córdoba,Córdoba,Bomba de agua 1HP,Plomería,False,En inspección,54.0,13.03,
3156,2024-10-24 01:36:39,Sucursal Córdoba,Córdoba,Fertilizante granulado,Jardinería,False,En inspección,39.0,64.36,
3157,2025-02-16 11:55:22,Sucursal Tucumán,Tucumán,Guantes de trabajo,Protección personal,True,Devuelto cliente,49.0,,2025-10-28 11:55:22
3158,2025-02-08 10:56:05,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,En bandeja,41.0,67.94,
3159,2025-07-22 05:27:11,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,59.0,35.27,
3160,2025-01-26 04:58:41,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,En inspección,87.0,161.1,
3161,2025-04-21 03:50:37,Depósito Central,Buenos Aires,Pintura látex 4L,Pinturas y químicos,True,Devuelto a proveedor,64.0,117.15,2026-10-08 03:50:37
3162,2025-09-16 04:06:32,Sucursal Rosario,Santa Fe,Regadera plástica,Jardinería,False,Empacado,91.0,53.15,
3163,2025-02-05 12:10:21,Sucursal Rosario,Santa Fe,Martillo carpintero,Herramientas manuales,False,Removido inventario,33.0,32.98,
3164,2025-07-06 17:15:34,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,Retirado de bandeja,165.0,39.84,
3165,2024-11-11 13:08:36,Sucursal Rosario,Santa Fe,Esmalte sintético 1L,Pinturas y químicos,True,Retirado de bandeja,51.0,107.49,2026-07-30 13:08:36
3166,2024-12-02 19:49:41,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,Empacado,36.0,52.12,2026-04-03 19:49:41
3167,2025-05-08 11:50:09,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,Autorizado venta,70.0,32.21,
3168,2025-04-02 05:50:23,Sucursal Rosario,Santa Fe,Alicate universal,Herramientas manuales,False,,42.0,67.98,
3169,2025-02-19 09:40:22,Sucursal Mendoza,Mendoza,Yeso en polvo 30kg,Materiales construcción,False,Autorizado venta,195.0,181.19,
3170,2025-03-29 17:32:17,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Retirado de bandeja,179.0,229.26,
3171,2024-10-02 03:40:37,Sucursal Tucumán,Tucumán,Cable unipolar 2.5mm,Electricidad,False,Devuelto a proveedor,56.0,76.26,
3172,2024-10-04 02:43:55,Depósito Central,Buenos Aires,Llave inglesa,Herramientas manuales,False,Retirado de bandeja,49.0,,
3173,2024-10-01 15:10:43,Depósito Central,Buenos Aires,Cinta aisladora,Adhesivos y selladores,True,Empacado,47.0,60.2,2026-03-31 15:10:43
3174,2024-11-08 17:44:44,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,En bandeja,99.0,106.41,2025-11-08 17:44:44
3175,2025-06-20 15:37:56,Sucursal Rosario,Santa Fe,Pegamento de contacto,Adhesivos y selladores,True,En inspección,54.0,35.34,2027-05-10 15:37:56
3176,2025-01-23 20:38:18,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Devuelto a proveedor,61.0,105.08,
3177,2025-07-25 17:58:44,Depósito Central,Buenos Aires,Arnés de seguridad,Protección personal,True,Devuelto a proveedor,43.0,20.23,2026-04-03 17:58:44
3178,2025-03-19 12:05:22,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,Recibido,32.0,20.82,
3179,2025-04-06 05:00:21,Sucursal Rosario,Santa Fe,Bomba de agua 1HP,Plomería,False,En inspección,104.0,75.68,
3180,2025-03-12 23:54:58,Sucursal Córdoba,Córdoba,Arnés de seguridad,Protección personal,True,Devuelto a proveedor,92.0,112.07,2025-11-27 23:54:58
3181,2024-11-13 08:42:06,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Boca de inspección,104.0,137.04,
3182,2025-05-09 23:13:54,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Enviado cliente,93.0,97.32,
3183,2025-08-29 09:03:53,Sucursal Córdoba,Córdoba,Guantes de trabajo,Protección personal,True,Recibido,52.0,111.8,2026-06-15 09:03:53
3184,2025-04-04 17:20:09,Depósito Central,Buenos Aires,Tijera de podar,Jardinería,False,Boca de inspección,71.0,48.58,
3185,2024-11-09 19:19:38,Depósito Central,Buenos Aires,Arandelas metálicas,Fijaciones,False,Empacado,160.0,191.39,
3186,2025-01-21 21:20:14,Sucursal Córdoba,Córdoba,Adhesivo epoxi,Adhesivos y selladores,True,Enviado cliente,113.0,275.86,2025-12-28 21:20:14
3187,2025-09-13 05:27:35,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,En bandeja,22.0,24.72,
3188,2025-05-12 14:40:59,Sucursal Tucumán,Tucumán,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,53.0,48.17,
3189,2025-01-18 05:23:21,Sucursal Rosario,Santa Fe,Caja de tornillos,Fijaciones,False,En inspección,244.0,420.6,
3190,2024-11-18 15:06:10,Sucursal Mendoza,Mendoza,Caño PVC 2m,Materiales construcción,False,Devuelto cliente,291.0,468.42,
3191,2025-02-16 03:04:34,Sucursal Rosario,Santa Fe,Interruptor simple,Electricidad,False,En inspección,69.0,102.01,
3192,2025-05-13 22:40:30,Sucursal Tucumán,Tucumán,Yeso en polvo 30kg,Materiales construcción,False,Recibido,235.0,75.37,
3193,2025-06-30 15:25:48,Depósito Central,Buenos Aires,Guantes de trabajo,Protección personal,True,En bandeja,137.0,183.33,2027-02-11 15:25:48
3194,2025-08-09 18:05:36,Sucursal Tucumán,Tucumán,Botines de seguridad,Protección personal,True,Removido inventario,64.0,77.13,2027-04-28 18:05:36
3195,2025-01-10 17:32:25,Sucursal Mendoza,Mendoza,Toma corriente doble,Electricidad,False,Devuelto cliente,41.0,50.82,
3196,2025-05-05 02:23:20,Sucursal Tucumán,Tucumán,Arnés de seguridad,Protección personal,True,Retirado de bandeja,32.0,20.82,2026-12-27 02:23:20
3197,2025-01-25 03:42:07,Sucursal Córdoba,Córdoba,Caja de tornillos,Fijaciones,False,Boca de inspección,235.0,300.71,
3198,2025-04-01 12:59:33,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,Devuelto cliente,32.0,76.02,2026-07-26 12:59:33
3199,2025-08-04 04:41:26,Sucursal Mendoza,Mendoza,Arnés de seguridad,Protección personal,True,Recibido,70.0,,2026-05-24 04:41:26
3200,2025-04-02 11:21:14,Sucursal Rosario,Santa Fe,Amoladora angular,Herramientas eléctricas,False,Retornado inventario,46.0,71.33,
3201,2025-04-11 06:14:27,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,Retornado inventario,84.0,136.82,
3202,2025-03-25 18:10:33,Sucursal Córdoba,Córdoba,Guantes de trabajo,Protección personal,True,???,90.0,213.05,2026-09-15 18:10:33
3203,2025-06-18 18:24:28,Sucursal Rosario,Santa Fe,Barniz para madera,Pinturas y químicos,True,Empacado,85.0,163.89,2026-10-01 18:24:28
3204,2025-04-23 03:18:30,Sucursal Córdoba,Córdoba,Bloques de hormigón,Materiales construcción,False,Retirado de bandeja,263.0,506.88,
3205,2025-01-10 22:43:29,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,En bandeja,152.0,132.74,
3206,2025-03-19 22:47:38,Sucursal Rosario,Santa Fe,Cinta aisladora,Adhesivos y selladores,True,Retornado inventario,63.0,144.95,2025-09-04 22:47:38
3207,2025-07-30 07:48:15,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,Enviado cliente,60.0,71.57,
3208,2024-09-22 23:32:30,Depósito Central,Buenos Aires,Lijadora orbital,Herramientas eléctricas,False,Autorizado venta,52.0,,
3209,2025-02-06 13:49:04,Sucursal Córdoba,Córdoba,Aerosol anticorrosivo,Pinturas y químicos,True,Recibido,102.0,263.31,2025-10-03 13:49:04
3210,2025-01-23 03:51:03,Depósito Central,Buenos Aires,Bomba de agua 1HP,Plomería,False,Recibido,91.0,101.66,
3211,2025-06-05 04:48:17,Depósito Central,Buenos Aires,Bomba de agua 1HP,Plomería,False,Empacado,109.0,,
3212,2024-10-29 02:03:46,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Devuelto cliente,50.0,39.39,
3213,2025-02-25 06:54:39,Sucursal Tucumán,Tucumán,Silicona selladora,Adhesivos y selladores,True,Devuelto cliente,121.0,66.37,2026-08-17 06:54:39
3214,2025-05-01 04:58:20,Sucursal Tucumán,Tucumán,Disyuntor 25A,Electricidad,False,Recibido,118.0,165.13,
3215,2025-01-14 00:14:21,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Boca de inspección,98.0,195.76,
3216,2025-07-22 22:46:02,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,Retornado inventario,289.0,429.36,
3217,2025-08-31 13:35:26,Sucursal Córdoba,Córdoba,Esmalte sintético 1L,Pinturas y químicos,True,Devuelto a proveedor,38.0,18.17,2026-12-27 13:35:26
3218,2025-06-25 04:59:08,Sucursal Córdoba,Córdoba,Barniz para madera,Pinturas y químicos,True,Recibido,66.0,23.96,2025-10-05 04:59:08
3219,2025-08-21 05:01:37,Sucursal Rosario,Santa Fe,Clavos de acero,Fijaciones,False,Devuelto cliente,163.0,89.42,
3220,2025-06-10 17:30:20,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,,236.0,155.59,
3221,2025-05-18 21:36:25,Depósito Central,Buenos Aires,Bolsa de cemento 50kg,Materiales construcción,False,En inspección,147.0,256.65,
3222,2024-09-26 20:50:37,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,Devuelto a proveedor,98.0,,2025-06-12 20:50:37
3223,2025-05-06 08:04:30,Depósito Central,Buenos Aires,Cable unipolar 2.5mm,Electricidad,False,Retornado inventario,114.0,117.11,
3224,2025-03-19 19:58:32,Sucursal Mendoza,Mendoza,Sellador acrílico,Adhesivos y selladores,True,Empacado,97.0,242.14,2026-03-08 19:58:32
3225,2024-12-28 15:23:49,Sucursal Tucumán,Tucumán,Regadera plástica,Jardinería,False,Removido inventario,87.0,69.17,
3226,2025-05-29 03:01:29,Sucursal Córdoba,Córdoba,Sellador acrílico,Adhesivos y selladores,True,Retornado inventario,55.0,,2027-04-22 03:01:29
3227,2025-07-17 13:40:05,Sucursal Tucumán,Tucumán,Bomba de agua 1HP,Plomería,False,Devuelto a proveedor,58.0,35.22,
3228,2025-07-14 22:49:42,Sucursal Rosario,Santa Fe,Lijadora orbital,Herramientas eléctricas,False,En bandeja,58.0,,
3229,2025-04-29 04:14:44,Sucursal Rosario,Santa Fe,Bomba de agua 1HP,Plomería,False,Removido inventario,99.0,196.45,
3230,2025-04-28 20:25:01,Sucursal Mendoza,Mendoza,Soldadora eléctrica,Herramientas eléctricas,False,En bandeja,39.0,15.28,
3231,2024-12-13 21:19:50,Sucursal Córdoba,Córdoba,Arandelas metálicas,Fijaciones,False,Devuelto a proveedor,179.0,319.58,
3232,2025-06-23 16:24:38,Sucursal Córdoba,Córdoba,Bloques de hormigón,Materiales construcción,False,Boca de inspección,98.0,142.62,
3233,2024-10-06 11:08:20,Sucursal Rosario,Santa Fe,Bomba de agua 1HP,Plomería,False,Removido inventario,53.0,48.75,
3234,2025-05-01 03:18:19,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,Boca de inspección,127.0,80.83,
3235,2025-03-22 02:34:53,Depósito Central,Buenos Aires,Manguera 15m,Jardinería,False,Autorizado venta,47.0,87.75,
3236,2024-11-21 17:45:42,Sucursal Rosario,Santa Fe,Lijadora orbital,Herramientas eléctricas,False,Retirado de bandeja,42.0,20.05,
3237,2025-04-08 02:40:25,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,Autorizado venta,105.0,43.34,
3238,2025-05-18 19:24:51,Sucursal Rosario,Santa Fe,Bloques de hormigón,Materiales construcción,False,Retirado de bandeja,137.0,172.51,
3239,2025-06-23 14:23:07,Sucursal Córdoba,Córdoba,Gafas protectoras,Protección personal,True,En bandeja,84.0,69.65,2026-03-08 14:23:07
3240,2025-05-15 04:49:49,Sucursal Tucumán,Tucumán,Adhesivo epoxi,Adhesivos y selladores,True,Autorizado venta,103.0,169.81,2025-11-05 04:49:49
3241,2025-07-14 08:19:35,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,Removido inventario,40.0,8.61,
3242,2025-08-09 04:43:12,Sucursal Rosario,Santa Fe,Caño galvanizado 1m,Plomería,False,Boca de inspección,151.0,284.16,
3243,2025-02-11 04:06:17,Depósito Central,Buenos Aires,Caja de tornillos,Fijaciones,False,Empacado,,60.28,
3244,2024-11-12 21:50:36,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,Retornado inventario,252.0,361.42,
3245,2025-08-01 14:54:44,Depósito Central,Buenos Aires,Sellador acrílico,Adhesivos y selladores,True,Recibido,75.0,48.5,2026-09-12 14:54:44
3246,2025-06-07 21:18:31,Depósito Central,Buenos Aires,Silicona selladora,Adhesivos y selladores,True,Devuelto cliente,99.0,44.82,2025-10-15 21:18:31
3247,2024-12-19 13:54:35,Sucursal Córdoba,Córdoba,Tijera de podar,Jardinería,False,En inspección,91.0,165.14,
3248,2024-09-28 18:43:57,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,Devuelto cliente,61.0,44.2,
3249,2025-04-26 21:12:57,Sucursal Tucumán,Tucumán,Grifería monocomando,Plomería,False,En bandeja,85.0,38.21,
3250,2025-06-15 13:48:08,Sucursal Mendoza,Mendoza,Toma corriente doble,Electricidad,False,En inspección,33.0,44.82,
3251,2024-10-29 04:46:28,Sucursal Rosario,Santa Fe,Grifería monocomando,Plomería,False,Devuelto cliente,95.0,57.27,
3252,2024-11-29 14:42:46,Sucursal Rosario,Santa Fe,Pintura látex 4L,Pinturas y químicos,True,Autorizado venta,87.0,158.0,2026-06-26 14:42:46
3253,2024-09-23 20:58:59,Sucursal Tucumán,Tucumán,Lámpara LED 9W,Electricidad,False,,95.0,69.21,
3254,2025-03-06 19:15:05,Sucursal Córdoba,Córdoba,Gafas protectoras,Protección personal,True,En bandeja,106.0,192.82,2026-01-05 19:15:05
3255,2025-01-16 08:18:00,Sucursal Córdoba,Córdoba,Bloques de hormigón,Materiales construcción,False,Removido inventario,218.0,104.51,
3256,2025-02-26 03:47:22,Sucursal Tucumán,Tucumán,Martillo carpintero,Herramientas manuales,False,Boca de inspección,42.0,19.56,
3257,2024-11-14 07:54:56,Sucursal Córdoba,Córdoba,Interruptor simple,Electricidad,False,Removido inventario,57.0,18.94,
3258,2025-02-23 21:32:28,Sucursal Tucumán,Tucumán,Pegamento de contacto,Adhesivos y selladores,True,Devuelto a proveedor,62.0,120.38,2026-08-12 21:32:28
3259,2025-06-11 16:24:11,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,Removido inventario,109.0,178.23,2026-04-11 16:24:11
3260,2024-12-04 16:52:56,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,En inspección,,103.89,
3261,2025-02-22 21:28:07,Depósito Central,Buenos Aires,Silicona selladora,Adhesivos y selladores,True,Recibido,-68.0,164.89,2026-02-05 21:28:07
3262,2025-03-30 09:46:15,Sucursal Rosario,Santa Fe,Guantes de trabajo,Protección personal,True,Empacado,81.0,145.84,2026-08-09 09:46:15
3263,2025-07-14 11:44:22,Sucursal Córdoba,Córdoba,Cinta aisladora,Adhesivos y selladores,True,Autorizado venta,57.0,114.23,2026-12-18 11:44:22
3264,2025-05-11 23:51:45,Sucursal Córdoba,Córdoba,Sellador acrílico,Adhesivos y selladores,True,Recibido,109.0,250.03,2026-01-24 23:51:45
3265,2025-09-09 00:21:04,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,Empacado,96.0,221.64,2026-11-15 00:21:04
3266,2025-03-18 16:09:20,Sucursal Córdoba,Córdoba,Caja de tornillos,Fijaciones,False,Devuelto a proveedor,297.0,333.53,
3267,2025-08-21 11:43:29,Sucursal Córdoba,Córdoba,Lámpara LED 9W,Electricidad,False,Removido inventario,58.0,30.45,
3268,2025-08-11 23:55:15,Sucursal Mendoza,Mendoza,Taladro eléctrico,Herramientas eléctricas,False,Removido inventario,34.0,27.79,
3269,2025-06-29 06:58:28,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,Recibido,85.0,33.0,
3270,2025-06-26 00:21:11,Sucursal Córdoba,Córdoba,Válvula esférica,Plomería,False,,96.0,76.66,
3271,2024-10-10 16:58:40,Sucursal Tucumán,Tucumán,Bomba de agua 1HP,Plomería,False,Retirado de bandeja,74.0,133.29,
3272,2025-06-17 14:46:34,Sucursal Tucumán,Tucumán,Regadera plástica,Jardinería,False,Devuelto a proveedor,58.0,57.01,
3273,2024-11-09 03:29:46,Sucursal Tucumán,Tucumán,Lijadora orbital,Herramientas eléctricas,False,Enviado cliente,53.0,38.28,
3274,2025-04-05 22:57:07,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,Autorizado venta,98.0,22.76,
3275,2024-12-06 01:02:20,Sucursal Rosario,Santa Fe,Tijera de podar,Jardinería,False,Retirado de bandeja,57.0,106.72,
3276,2025-04-22 08:19:04,Sucursal Córdoba,Córdoba,Regadera plástica,Jardinería,False,Autorizado venta,113.0,192.4,
3277,2025-01-20 18:09:19,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,En bandeja,258.0,465.62,
3278,2025-05-31 16:52:31,Sucursal Tucumán,Tucumán,Amoladora angular,Herramientas eléctricas,False,En bandeja,42.0,38.25,
3279,2025-03-21 07:12:53,Sucursal Córdoba,Córdoba,Soldadora eléctrica,Herramientas eléctricas,False,Recibido,41.0,24.57,
3280,2025-04-08 14:16:34,Sucursal Rosario,Santa Fe,Interruptor simple,Electricidad,False,,93.0,90.58,
3281,2025-02-09 20:44:08,Sucursal Tucumán,Tucumán,Destornillador Philips,Herramientas manuales,False,Enviado cliente,27.0,51.08,
3282,2025-01-16 08:51:37,Sucursal Mendoza,Mendoza,Soldadora eléctrica,Herramientas eléctricas,False,Devuelto cliente,40.0,55.76,
3283,2024-11-22 18:39:04,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,Enviado cliente,26.0,36.15,
3284,2025-03-14 00:50:55,Sucursal Córdoba,Córdoba,Pintura látex 4L,Pinturas y químicos,True,Retirado de bandeja,101.0,158.79,2026-05-14 00:50:55
3285,2025-09-05 18:05:15,Sucursal Córdoba,Córdoba,Arandelas metálicas,Fijaciones,False,Recibido,121.0,173.41,
3286,2025-04-11 13:34:42,Sucursal Córdoba,Córdoba,Destornillador Philips,Herramientas manuales,False,Empacado,62.0,14.71,
3287,2025-01-27 11:11:35,Sucursal Córdoba,Córdoba,Tarugos plásticos,Fijaciones,False,Retornado inventario,183.0,132.89,
3288,2025-04-16 16:06:34,Sucursal Córdoba,Córdoba,Barniz para madera,Pinturas y químicos,True,Retirado de bandeja,74.0,54.58,2025-12-29 16:06:34
3289,2025-02-01 02:40:05,Sucursal Mendoza,Mendoza,Silicona selladora,Adhesivos y selladores,True,En bandeja,64.0,,2026-11-14 02:40:05
3290,2025-06-06 00:01:33,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Boca de inspección,35.0,60.74,
